Shape_Leng,起点_1,起点_12,终点_1,终点_12,数量,time,日期,小时
2461.85898515,113.812208868,22.698160249,113.799637109,22.681373991,3,2021-11-21,20211121,11
929.598184096,114.186964329,22.634622266,114.181555616,22.640494521,3,2021-11-21,20211121,9
2133.38339714,114.024281506,22.671819013,114.043049523,22.675397462,4,2021-11-21,20211121,5
4013.91831624,113.913077477,22.653898349,113.928283591,22.684067063,3,2021-11-21,20211121,13
648.306487223,114.156364136,22.655324032,114.152772906,22.651092958,3,2021-11-21,20211121,19
3072.21970377,113.94264268,22.683204212,113.925577133,22.703214465,3,2021-11-21,20211121,16
3072.21970377,113.94264268,22.683204212,113.925577133,22.703214465,3,2021-11-21,20211121,16
1043.51404518,114.141080896,22.6150102,114.145574785,22.622604093,4,2021-11-21,20211121,21
1074.0129291,113.947126621,22.580597199,113.938146451,22.577340391,4,2021-11-21,20211121,8
2519.46620436,113.991161639,22.699090185,113.989388527,22.678273062,3,2021-11-21,20211121,14
1407.98523187,114.045749741,22.514446817,114.036807058,22.522709353,6,2021-11-21,20211121,14
1027.52955552,114.208648015,22.654325358,114.204130801,22.646896624,9,2021-11-21,20211121,22
1863.58261216,113.916652665,22.5563741,113.90142393,22.562794884,3,2021-11-21,20211121,14
720.70188934,114.101529474,22.56389779,114.105128895,22.568867128,6,2021-11-21,20211121,16
909.146952985,113.88798451,22.775975726,113.887083921,22.78345979,4,2021-11-21,20211121,23
1351.67939592,113.925615469,22.512243528,113.933691495,22.520619542,3,2021-11-21,20211121,9
1351.67939592,113.925615469,22.512243528,113.933691495,22.520619542,3,2021-11-21,20211121,9
4768.07331093,113.878064406,22.823351074,113.888877464,22.785145655,5,2021-11-21,20211121,18
1068.84856049,113.942641046,22.572305442,113.935453099,22.578183562,6,2021-11-21,20211121,6
1081.15415182,113.929210249,22.52895747,113.932794395,22.520619439,3,2021-11-21,20211121,9
927.753038106,113.873595929,22.565846088,113.868186098,22.571700295,4,2021-11-21,20211121,17
564.867277857,114.105129761,22.56803306,114.101528568,22.564731882,5,2021-11-21,20211121,18
564.867277857,114.105129761,22.56803306,114.101528568,22.564731882,5,2021-11-21,20211121,18
842.080749055,113.774492992,22.724250708,113.779873079,22.719345804,4,2021-11-21,20211121,17
2010.30873246,113.795132286,22.732962095,113.778092081,22.738477055,3,2021-11-21,20211121,19
2010.30873246,113.795132286,22.732962095,113.778092081,22.738477055,3,2021-11-21,20211121,19
802.600388732,113.949828494,22.68645137,113.943541024,22.683195857,3,2021-11-21,20211121,17
802.600388732,113.949828494,22.68645137,113.943541024,22.683195857,3,2021-11-21,20211121,17
1089.09534053,113.797827869,22.735505583,113.794230411,22.727114156,3,2021-11-21,20211121,7
915.385394199,114.02160685,22.665944614,114.026969425,22.660192068,4,2021-11-21,20211121,14
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
993.397960322,114.111454696,22.547979121,114.117748354,22.55382192,7,2021-11-21,20211121,16
950.758457959,114.124909566,22.593907365,114.122215114,22.601389776,5,2021-11-21,20211121,10
3454.75934962,114.206839877,22.643516974,114.177045313,22.63550105,7,2021-11-21,20211121,14
1134.56298507,113.890648578,22.589315325,113.896926973,22.581902508,5,2021-11-21,20211121,19
1675.70147562,114.023398545,22.652635191,114.009103579,22.648282101,3,2021-11-21,20211121,14
2091.81264844,113.923801934,22.488017456,113.918441613,22.504657261,3,2021-11-21,20211121,17
1304.51196753,114.331678893,22.687520223,114.319978602,22.686915573,3,2021-11-21,20211121,19
1593.95876837,113.912150726,22.582163272,113.900516233,22.574456395,3,2021-11-21,20211121,13
715.733584118,113.975040531,22.543378442,113.969647247,22.540145628,3,2021-11-21,20211121,17
2981.04965356,113.993886433,22.550659356,113.969647247,22.540145628,3,2021-11-21,20211121,11
610.986116345,114.102417354,22.609761392,114.107822777,22.60888277,3,2021-11-21,20211121,9
1273.64044249,113.926510276,22.510580074,113.930103762,22.520614427,3,2021-11-21,20211121,1
1273.64044249,113.926510276,22.510580074,113.930103762,22.520614427,3,2021-11-21,20211121,1
1045.94919191,114.117757224,22.542976656,114.108758336,22.540480628,5,2021-11-21,20211121,15
644.746724966,114.028758,22.651883423,114.024291505,22.648480522,3,2021-11-21,20211121,20
1556.4891966,114.119558577,22.537144034,114.106056071,22.540497617,3,2021-11-21,20211121,9
1556.4891966,114.119558577,22.537144034,114.106056071,22.540497617,3,2021-11-21,20211121,9
561.533758509,113.910398126,22.538757592,113.913980341,22.535477312,3,2021-11-21,20211121,14
1006.26026531,113.871778974,22.585865794,113.880774929,22.58504864,13,2021-11-21,20211121,13
1006.26026531,113.871778974,22.585865794,113.880774929,22.58504864,13,2021-11-21,20211121,13
1098.78315252,113.76911054,22.726670851,113.778979597,22.726828311,3,2021-11-21,20211121,1
994.188873093,113.803222844,22.688920724,113.799637109,22.681373991,4,2021-11-21,20211121,19
982.102104025,114.017145947,22.654211064,114.023398326,22.648466865,3,2021-11-21,20211121,9
3359.01938658,113.896929938,22.577732274,113.867284049,22.572539413,3,2021-11-21,20211121,15
2236.31250884,113.957912127,22.593766146,113.940835507,22.583996656,3,2021-11-21,20211121,16
590.595480057,114.329886981,22.680055297,114.32538374,22.682643403,3,2021-11-21,20211121,21
1554.77593578,114.118631756,22.568839615,114.105132417,22.56553082,3,2021-11-21,20211121,10
1012.49767596,113.832980031,22.632216289,113.842015213,22.631251681,3,2021-11-21,20211121,20
865.350973976,114.119541828,22.671412216,114.125829344,22.675630127,5,2021-11-21,20211121,9
865.350973976,114.119541828,22.671412216,114.125829344,22.675630127,5,2021-11-21,20211121,9
4429.82398837,114.065470839,22.571971439,114.056515669,22.536163819,7,2021-11-21,20211121,9
1325.32840035,114.030544565,22.648575355,114.032330272,22.659438142,3,2021-11-21,20211121,16
1396.25337826,114.04127191,22.551129083,114.053814511,22.551187037,3,2021-11-21,20211121,9
2886.91177038,114.129433996,22.551422787,114.105153739,22.543007759,3,2021-11-21,20211121,9
2886.91177038,114.129433996,22.551422787,114.105153739,22.543007759,3,2021-11-21,20211121,9
1208.15163773,114.23657991,22.755724762,114.229376157,22.748238899,3,2021-11-21,20211121,21
1006.40068558,114.147358471,22.610128571,114.138383947,22.609120958,4,2021-11-21,20211121,20
639.110333367,113.808639036,22.668141402,113.804140009,22.671432424,4,2021-11-21,20211121,17
2697.48547133,113.781666178,22.714380115,113.795132286,22.732962095,3,2021-11-21,20211121,17
804.918612595,114.048414975,22.570363305,114.055588238,22.571203286,3,2021-11-21,20211121,1
1435.29169364,114.072700977,22.539343454,114.083512237,22.545832161,3,2021-11-21,20211121,11
1435.29169364,114.072700977,22.539343454,114.083512237,22.545832161,3,2021-11-21,20211121,11
1435.29169364,114.072700977,22.539343454,114.083512237,22.545832161,3,2021-11-21,20211121,11
759.036007551,113.94713371,22.797279993,113.940847164,22.794845833,3,2021-11-21,20211121,17
3479.66989172,114.28137995,22.758800549,114.272404626,22.731186867,3,2021-11-21,20211121,8
983.900026459,113.91397281,22.653912233,113.920241013,22.648161562,3,2021-11-21,20211121,15
904.825681343,114.458416092,22.602383464,114.466543935,22.602315159,6,2021-11-21,20211121,8
898.170861307,114.251818588,22.69252411,114.244648045,22.689111424,3,2021-11-21,20211121,17
708.992617131,114.170731957,22.565423512,114.164436029,22.564535226,4,2021-11-21,20211121,9
2842.37277955,113.977719314,22.562517333,113.969647247,22.540145628,3,2021-11-21,20211121,16
1170.84467255,114.117718792,22.599696034,114.112324352,22.608031608,3,2021-11-21,20211121,22
2434.45624408,114.03410314,22.565225933,114.054690013,22.572039119,3,2021-11-21,20211121,14
1310.42577781,113.887974783,22.565928423,113.88349689,22.555874754,10,2021-11-21,20211121,9
1205.37546909,113.885280307,22.567568218,113.874495043,22.566680051,9,2021-11-21,20211121,14
4802.51383666,114.099708621,22.602285835,114.10693696,22.563015043,3,2021-11-21,20211121,8
3136.21612067,114.080765902,22.700969247,114.070853311,22.725295779,4,2021-11-21,20211121,15
1370.78528842,113.888872035,22.565939022,113.881699409,22.556695682,3,2021-11-21,20211121,13
4092.42594276,113.836571931,22.737173892,113.800518229,22.730546036,3,2021-11-21,20211121,15
627.586558094,114.039480236,22.639520074,114.034116432,22.641122181,3,2021-11-21,20211121,11
627.586558094,114.039480236,22.639520074,114.034116432,22.641122181,3,2021-11-21,20211121,11
3730.96053466,114.038546331,22.714514746,114.069953001,22.725308417,3,2021-11-21,20211121,16
2789.87178321,114.015355353,22.553273746,114.04037645,22.551954487,3,2021-11-21,20211121,7
2604.45178769,113.838402505,22.77046946,113.816738032,22.76232411,5,2021-11-21,20211121,17
728.014630987,114.102450794,22.542198812,114.106057409,22.537160065,5,2021-11-21,20211121,13
940.739687559,113.982213267,22.673354564,113.986695159,22.679965126,5,2021-11-21,20211121,23
4844.72897024,114.16261688,22.69791691,114.125828488,22.676463425,3,2021-11-21,20211121,14
4844.72897024,114.16261688,22.69791691,114.125828488,22.676463425,3,2021-11-21,20211121,14
1371.20233142,113.889772756,22.562613774,113.88260116,22.553365268,3,2021-11-21,20211121,7
1371.20233142,113.889772756,22.562613774,113.88260116,22.553365268,3,2021-11-21,20211121,7
1705.97054557,113.871796265,22.565014396,113.88349689,22.555874754,5,2021-11-21,20211121,12
5086.13742115,114.238357456,22.694073542,114.284046298,22.693838599,4,2021-11-21,20211121,18
1448.97748261,114.241068132,22.565682946,114.233888699,22.555656468,3,2021-11-21,20211121,17
1448.97748261,114.241068132,22.565682946,114.233888699,22.555656468,3,2021-11-21,20211121,17
2600.91867453,113.93818149,22.52728538,113.914875777,22.528814755,4,2021-11-21,20211121,23
937.386280468,114.036800752,22.647826915,114.043956531,22.643730346,3,2021-11-21,20211121,12
1805.15360671,114.038564939,22.573622356,114.054690013,22.572039119,3,2021-11-21,20211121,16
1421.09595937,114.039483023,22.657861382,114.026969425,22.660192068,3,2021-11-21,20211121,10
5217.27428796,114.012675724,22.662490006,114.034996998,22.624455808,3,2021-11-21,20211121,13
1053.8597161,114.021601229,22.672611692,114.028751964,22.666886915,7,2021-11-21,20211121,17
635.65799875,113.960612716,22.694591858,113.964207649,22.698684849,4,2021-11-21,20211121,1
829.694538354,114.119541799,22.558834824,114.117749975,22.552153531,3,2021-11-21,20211121,21
829.694538354,114.119541799,22.558834824,114.117749975,22.552153531,3,2021-11-21,20211121,21
1497.00267593,113.820321751,22.736492569,113.824823117,22.724804731,3,2021-11-21,20211121,16
627.746911634,114.008206454,22.639936613,114.013568167,22.638324239,3,2021-11-21,20211121,0
723.277697608,114.113256288,22.546307607,114.109658453,22.541310793,4,2021-11-21,20211121,0
723.277697608,114.113256288,22.546307607,114.109658453,22.541310793,4,2021-11-21,20211121,0
1435.2558279,114.373859692,22.694047274,114.381029977,22.684161131,4,2021-11-21,20211121,14
634.286266324,113.887982907,22.558421425,113.882597805,22.55670197,8,2021-11-21,20211121,21
1428.87192953,113.912187011,22.521261569,113.917551501,22.510489429,3,2021-11-21,20211121,10
904.004254364,114.047519023,22.570359392,114.055588238,22.571203286,3,2021-11-21,20211121,1
724.817540685,114.111455361,22.54714486,114.115058872,22.542136212,3,2021-11-21,20211121,12
724.817540685,114.111455361,22.54714486,114.115058872,22.542136212,3,2021-11-21,20211121,12
724.817540685,114.111455361,22.54714486,114.115058872,22.542136212,3,2021-11-21,20211121,12
724.817540685,114.111455361,22.54714486,114.115058872,22.542136212,3,2021-11-21,20211121,12
724.817540685,114.111455361,22.54714486,114.115058872,22.542136212,3,2021-11-21,20211121,12
724.817540685,114.111455361,22.54714486,114.115058872,22.542136212,3,2021-11-21,20211121,12
763.936608794,114.245531888,22.719947767,114.239246733,22.717406279,4,2021-11-21,20211121,14
638.902580653,113.845633067,22.634529568,113.842014475,22.630417736,4,2021-11-21,20211121,17
638.902580653,113.845633067,22.634529568,113.842014475,22.630417736,4,2021-11-21,20211121,17
940.74438926,113.92383128,22.524749842,113.931000529,22.520616872,3,2021-11-21,20211121,9
940.74438926,113.92383128,22.524749842,113.931000529,22.520616872,3,2021-11-21,20211121,9
940.74438926,113.92383128,22.524749842,113.931000529,22.520616872,3,2021-11-21,20211121,9
1177.43095899,114.131207426,22.685699104,114.125827612,22.677296722,3,2021-11-21,20211121,12
1177.43095899,114.131207426,22.685699104,114.125827612,22.677296722,3,2021-11-21,20211121,12
647.570760071,114.265243299,22.727734412,114.268825823,22.731961658,3,2021-11-21,20211121,16
1981.66099103,113.805924937,22.746441,113.801416622,22.730558234,3,2021-11-21,20211121,19
2458.34935418,113.857348334,22.730192737,113.83746472,22.721329728,3,2021-11-21,20211121,18
2458.34935418,113.857348334,22.730192737,113.83746472,22.721329728,3,2021-11-21,20211121,18
711.008059113,113.878108985,22.551672365,113.882598658,22.555867808,3,2021-11-21,20211121,17
806.51291185,113.887950403,22.720159987,113.895124691,22.721091568,3,2021-11-21,20211121,18
1483.94626085,114.044815428,22.728736993,114.057365124,22.724590695,3,2021-11-21,20211121,8
502.040171357,114.113256288,22.546307607,114.115953141,22.549646021,3,2021-11-21,20211121,17
502.040171357,114.113256288,22.546307607,114.115953141,22.549646021,3,2021-11-21,20211121,17
502.040171357,114.113256288,22.546307607,114.115953141,22.549646021,3,2021-11-21,20211121,17
502.040171357,114.113256288,22.546307607,114.115953141,22.549646021,3,2021-11-21,20211121,17
502.040171357,114.113256288,22.546307607,114.115953141,22.549646021,3,2021-11-21,20211121,17
502.040171357,114.113256288,22.546307607,114.115953141,22.549646021,3,2021-11-21,20211121,17
502.040171357,114.113256288,22.546307607,114.115953141,22.549646021,3,2021-11-21,20211121,17
502.040171357,114.113256288,22.546307607,114.115953141,22.549646021,3,2021-11-21,20211121,17
1788.04106116,113.843821396,22.783708569,113.829368176,22.777248005,3,2021-11-21,20211121,10
928.114064877,114.018913482,22.749227784,114.01265518,22.744147531,6,2021-11-21,20211121,19
630.598348832,113.931000529,22.520616872,113.925622402,22.522260298,5,2021-11-21,20211121,13
630.598348832,113.931000529,22.520616872,113.925622402,22.522260298,5,2021-11-21,20211121,13
630.598348832,113.931000529,22.520616872,113.925622402,22.522260298,5,2021-11-21,20211121,13
942.0944466,114.118632252,22.681407431,114.125827612,22.677296722,3,2021-11-21,20211121,13
942.0944466,114.118632252,22.681407431,114.125827612,22.677296722,3,2021-11-21,20211121,13
942.0944466,114.118632252,22.681407431,114.125827612,22.677296722,3,2021-11-21,20211121,13
942.0944466,114.118632252,22.681407431,114.125827612,22.677296722,3,2021-11-21,20211121,13
953.771739774,113.795154482,22.674636834,113.799637109,22.681373991,3,2021-11-21,20211121,14
2925.96598379,113.799615176,22.706370149,113.801416622,22.730558234,3,2021-11-21,20211121,13
1033.36654022,114.122244891,22.553013334,114.114154266,22.548810067,3,2021-11-21,20211121,12
1033.36654022,114.122244891,22.553013334,114.114154266,22.548810067,3,2021-11-21,20211121,12
1033.36654022,114.122244891,22.553013334,114.114154266,22.548810067,3,2021-11-21,20211121,12
1200.5900658,114.310977072,22.608706129,114.303781437,22.601289574,5,2021-11-21,20211121,12
1200.5900658,114.310977072,22.608706129,114.303781437,22.601289574,5,2021-11-21,20211121,12
885.534095531,114.027872091,22.527591603,114.020726753,22.530821105,23,2021-11-21,20211121,9
3072.39383946,113.914874283,22.523807156,113.941768959,22.518081152,3,2021-11-21,20211121,7
1411.80169699,113.934563125,22.490564571,113.935470716,22.502251875,3,2021-11-21,20211121,16
2377.18240771,114.115054121,22.548810535,114.095238809,22.541458253,4,2021-11-21,20211121,17
2377.18240771,114.115054121,22.548810535,114.095238809,22.541458253,4,2021-11-21,20211121,17
2377.18240771,114.115054121,22.548810535,114.095238809,22.541458253,4,2021-11-21,20211121,17
2377.18240771,114.115054121,22.548810535,114.095238809,22.541458253,4,2021-11-21,20211121,17
950.959462766,114.038583608,22.636174816,114.043061041,22.64288945,3,2021-11-21,20211121,19
897.606802762,114.238348089,22.716569858,114.245531888,22.719947767,4,2021-11-21,20211121,15
984.911695143,114.101546078,22.547214379,114.097944739,22.5397504,3,2021-11-21,20211121,20
984.911695143,114.101546078,22.547214379,114.097944739,22.5397504,3,2021-11-21,20211121,20
726.797188924,114.001019771,22.733231312,114.007283385,22.734930456,3,2021-11-21,20211121,15
2138.62879252,113.811302831,22.720652376,113.794231505,22.728780604,3,2021-11-21,20211121,19
927.420485365,114.119526977,22.685577985,114.117736479,22.678070771,4,2021-11-21,20211121,13
927.420485365,114.119526977,22.685577985,114.117736479,22.678070771,4,2021-11-21,20211121,13
779.946134376,114.063702178,22.538621697,114.05831172,22.534487752,3,2021-11-21,20211121,13
779.946134376,114.063702178,22.538621697,114.05831172,22.534487752,3,2021-11-21,20211121,13
722.438015882,114.060073368,22.612886551,114.056477476,22.607899309,3,2021-11-21,20211121,6
2282.0829397,114.039457881,22.613667,114.031428299,22.631078078,3,2021-11-21,20211121,2
2282.0829397,114.039457881,22.613667,114.031428299,22.631078078,3,2021-11-21,20211121,2
2282.0829397,114.039457881,22.613667,114.031428299,22.631078078,3,2021-11-21,20211121,2
950.382703423,114.065490581,22.662869851,114.062795894,22.655394133,4,2021-11-21,20211121,13
854.059566432,114.055617989,22.526986657,114.048443066,22.524476901,3,2021-11-21,20211121,16
854.059566432,114.055617989,22.526986657,114.048443066,22.524476901,3,2021-11-21,20211121,16
905.069698845,113.949860531,22.538017443,113.94985673,22.545526662,3,2021-11-21,20211121,16
998.761660585,114.118632252,22.681407431,114.125828488,22.676463425,5,2021-11-21,20211121,16
998.761660585,114.118632252,22.681407431,114.125828488,22.676463425,5,2021-11-21,20211121,16
998.761660585,114.118632252,22.681407431,114.125828488,22.676463425,5,2021-11-21,20211121,16
998.761660585,114.118632252,22.681407431,114.125828488,22.676463425,5,2021-11-21,20211121,16
853.027168004,114.121345157,22.553840899,114.115953856,22.548811783,3,2021-11-21,20211121,10
853.027168004,114.121345157,22.553840899,114.115953856,22.548811783,3,2021-11-21,20211121,10
853.027168004,114.121345157,22.553840899,114.115953856,22.548811783,3,2021-11-21,20211121,10
757.010247005,113.962452105,22.537789559,113.968747856,22.540163824,9,2021-11-21,20211121,18
924.187021437,113.859182403,22.669344763,113.857382107,22.661866107,3,2021-11-21,20211121,21
1205.44941992,114.066372047,22.570293377,114.055588238,22.571203286,3,2021-11-21,20211121,12
858.211000779,114.117759653,22.537970485,114.115057307,22.544639178,5,2021-11-21,20211121,16
858.211000779,114.117759653,22.537970485,114.115057307,22.544639178,5,2021-11-21,20211121,16
858.211000779,114.117759653,22.537970485,114.115057307,22.544639178,5,2021-11-21,20211121,16
4738.81380393,113.914837313,22.581370828,113.881699409,22.556695682,3,2021-11-21,20211121,18
599.694412206,113.941738266,22.577317388,113.936351225,22.577347257,4,2021-11-21,20211121,8
1968.45651028,114.016258537,22.539936948,114.007310674,22.554023125,3,2021-11-21,20211121,15
664.236436006,114.021609003,22.662610808,114.026969425,22.660192068,3,2021-11-21,20211121,12
902.36922229,114.031438305,22.651089427,114.023398527,22.650134233,3,2021-11-21,20211121,15
902.36922229,114.031438305,22.651089427,114.023398527,22.650134233,3,2021-11-21,20211121,15
846.268124125,114.031437913,22.64775469,114.024291706,22.650147891,3,2021-11-21,20211121,12
846.268124125,114.031437913,22.64775469,114.024291706,22.650147891,3,2021-11-21,20211121,12
1533.27635293,114.035012335,22.646136741,114.032330596,22.658604616,3,2021-11-21,20211121,19
1076.95558718,114.124048184,22.546354895,114.115053405,22.549644774,3,2021-11-21,20211121,12
1076.95558718,114.124048184,22.546354895,114.115053405,22.549644774,3,2021-11-21,20211121,12
704.412884175,113.888857304,22.735168505,113.89513332,22.734423067,4,2021-11-21,20211121,20
3772.48366269,114.15275425,22.621907744,114.180653464,22.639664102,3,2021-11-21,20211121,20
763.318714632,113.82576236,22.639795202,113.828472995,22.645608233,11,2021-11-21,20211121,20
798.204283075,114.027872091,22.527591603,114.021619946,22.530834411,3,2021-11-21,20211121,17
5375.58685777,114.126708047,22.601433532,114.100628074,22.563908157,4,2021-11-21,20211121,10
1445.45473647,113.841113764,22.772093603,113.853764858,22.769396962,5,2021-11-21,20211121,19
4023.20884112,114.049311973,22.569532459,114.050236409,22.536166128,3,2021-11-21,20211121,17
1941.15510992,113.854656426,22.793531145,113.868198738,22.783403249,3,2021-11-21,20211121,8
940.74438926,113.92383128,22.524749842,113.931000529,22.520616872,4,2021-11-21,20211121,8
940.74438926,113.92383128,22.524749842,113.931000529,22.520616872,4,2021-11-21,20211121,8
940.74438926,113.92383128,22.524749842,113.931000529,22.520616872,4,2021-11-21,20211121,8
590.914657567,114.209551185,22.648475157,114.206841567,22.652687721,3,2021-11-21,20211121,20
1642.68019153,114.070901407,22.529356496,114.060107116,22.538649925,3,2021-11-21,20211121,13
711.365855656,114.099711971,22.737316357,114.093400711,22.738240499,3,2021-11-21,20211121,7
3793.81919142,114.00819295,22.678279262,114.023398527,22.650134233,3,2021-11-21,20211121,9
3793.81919142,114.00819295,22.678279262,114.023398527,22.650134233,3,2021-11-21,20211121,9
801.888089752,113.893351776,22.570169942,113.887069743,22.573424986,3,2021-11-21,20211121,10
804.906157362,113.881696155,22.783412404,113.888879035,22.782647803,3,2021-11-21,20211121,8
804.906157362,113.881696155,22.783412404,113.888879035,22.782647803,3,2021-11-21,20211121,8
1679.99876616,113.837474045,22.735494439,113.823023087,22.731481694,3,2021-11-21,20211121,14
1666.0391994,114.246435308,22.594916753,114.260771201,22.590948677,3,2021-11-21,20211121,22
803.120627859,113.860969438,22.574260644,113.868183725,22.574202465,3,2021-11-21,20211121,16
1199.99069929,113.948029422,22.575581168,113.937250209,22.575676118,4,2021-11-21,20211121,9
1866.38658228,114.066377281,22.624506872,114.050208649,22.620412457,5,2021-11-21,20211121,13
1352.3786381,113.887974783,22.565928423,113.882598658,22.555867808,10,2021-11-21,20211121,9
2284.78266873,114.273299543,22.73120078,114.253603226,22.725877265,4,2021-11-21,20211121,12
5105.08320434,114.036765422,22.696996578,114.070853311,22.725295779,3,2021-11-21,20211121,16
2187.36187778,114.037671335,22.616149019,114.054681954,22.607069514,3,2021-11-21,20211121,15
985.838874332,113.892456078,22.569322846,113.886170662,22.575083625,4,2021-11-21,20211121,20
1300.01431587,113.994758517,22.74156567,113.984887173,22.735810669,3,2021-11-21,20211121,9
779.946134376,114.063702178,22.538621697,114.05831172,22.534487752,3,2021-11-21,20211121,9
779.946134376,114.063702178,22.538621697,114.05831172,22.534487752,3,2021-11-21,20211121,9
823.931545241,114.125827612,22.677296722,114.11863497,22.678907638,3,2021-11-21,20211121,18
823.931545241,114.125827612,22.677296722,114.11863497,22.678907638,3,2021-11-21,20211121,18
857.269011881,114.056516175,22.53115693,114.059209078,22.537820874,3,2021-11-21,20211121,7
1076.30109167,114.07900703,22.541741791,114.087118825,22.546600936,4,2021-11-21,20211121,20
1362.94539504,114.120454491,22.543824068,114.108758336,22.540480628,3,2021-11-21,20211121,13
1253.75134437,113.860058652,22.586781249,113.869976133,22.591709418,5,2021-11-21,20211121,4
1726.5037122,113.910394909,22.518728149,113.915771462,22.532166,5,2021-11-21,20211121,21
997.593910072,114.290324425,22.688875617,114.283150573,22.693830654,3,2021-11-21,20211121,17
2177.10781414,114.02340477,22.539205989,114.027857416,22.556793936,3,2021-11-21,20211121,14
5258.85557897,113.983985818,22.589946785,113.939044945,22.576501739,3,2021-11-21,20211121,12
911.198492846,114.086219731,22.542445676,114.094337017,22.541472191,3,2021-11-21,20211121,20
857.269011881,114.056516175,22.53115693,114.059209078,22.537820874,3,2021-11-21,20211121,9
701.47267963,114.108757911,22.541314976,114.115059327,22.541301875,3,2021-11-21,20211121,11
701.47267963,114.108757911,22.541314976,114.115059327,22.541301875,3,2021-11-21,20211121,11
763.936608794,114.245531888,22.719947767,114.239246733,22.717406279,3,2021-11-21,20211121,16
810.604027759,114.071797197,22.545197412,114.079005556,22.54424479,3,2021-11-21,20211121,8
810.604027759,114.071797197,22.545197412,114.079005556,22.54424479,3,2021-11-21,20211121,8
2046.93196229,114.227551909,22.710755007,114.223956959,22.694119122,4,2021-11-21,20211121,11
2174.37957952,114.020724863,22.540000039,114.027857416,22.556793936,6,2021-11-21,20211121,21
606.618185136,113.79602933,22.732143911,113.80141726,22.731391456,3,2021-11-21,20211121,14
1678.64035547,113.767311179,22.711650834,113.779873079,22.719345804,3,2021-11-21,20211121,22
3076.07961665,113.922036613,22.54476005,113.931000529,22.520616872,3,2021-11-21,20211121,9
3076.07961665,113.922036613,22.54476005,113.931000529,22.520616872,3,2021-11-21,20211121,9
3076.07961665,113.922036613,22.54476005,113.931000529,22.520616872,3,2021-11-21,20211121,9
5413.2410223,114.164410374,22.704603935,114.125827612,22.677296722,3,2021-11-21,20211121,16
5413.2410223,114.164410374,22.704603935,114.125827612,22.677296722,3,2021-11-21,20211121,16
943.663336183,114.055587414,22.572037352,114.048417585,22.567861087,3,2021-11-21,20211121,11
941.707315023,113.84288919,22.702915865,113.835662466,22.698859065,3,2021-11-21,20211121,17
899.108773871,114.172528735,22.568768821,114.165334251,22.565379123,3,2021-11-21,20211121,23
586.731808689,113.946259322,22.515531663,113.941768959,22.518081152,3,2021-11-21,20211121,17
895.039041635,114.102436231,22.558883353,114.106033383,22.565523719,4,2021-11-21,20211121,17
898.753518931,113.945335546,22.573112299,113.938147153,22.57650634,3,2021-11-21,20211121,0
1911.21428862,114.183362563,22.649656837,114.20051758,22.650289919,3,2021-11-21,20211121,17
5355.21387328,113.9777297,22.552507488,113.937249487,22.576510169,3,2021-11-21,20211121,18
2398.81857028,114.035887621,22.749476672,114.014445375,22.747501471,4,2021-11-21,20211121,14
1477.01758444,113.892443969,22.584335761,113.901411143,22.57530598,6,2021-11-21,20211121,16
2023.24112225,113.861863405,22.586761983,113.863679972,22.570063965,3,2021-11-21,20211121,21
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
584.446258329,114.111455361,22.54714486,114.115953141,22.549646021,3,2021-11-21,20211121,11
5122.20613473,114.114126926,22.739721793,114.070853311,22.725295779,3,2021-11-21,20211121,19
